Trip Id,Destination,Country,Start_Date,End_Date,Duration_Days,Traveler_Name,Gender,Nationality,Amount_Spent,People_Visited,Annual_Visitors,Trip_Budget,Destination_Economy,Transportation,Travel_Type,Annual_Tourism_Income
195,Paris,France,14-04-2025,07-05-2025,23,Nicholas Monroe,Female,Morocco,6416,3,372499,7247,Low,Car,Group,27439114547
196,New York,USA,10-12-2024,06-01-2025,27,Charles Ryan MD,Other,Mexico,5747,2,843829,6568,High,Car,Group,25136471294
197,Sydney,Australia,28-02-2025,25-03-2025,25,Jordan Morris,Female,Comoros,3286,2,1158651,4852,Medium,Air,Family,29339201955
198,Dubai,UAE,08-01-2025,12-01-2025,4,James Chase,Male,Isle of Man,986,3,5302210,2141,Medium,Cruise,Couple,26336822876
199,London,UK,19-08-2023,23-08-2023,4,John Mcintyre,Other,Hong Kong,3431,3,6089032,5296,Low,Car,Family,27521149477
200,New York,USA,11-05-2024,08-06-2024,28,Rebecca Pearson MD,Female,Argentina,7459,4,7477556,9391,Medium,Car,Group,25136471294
201,Sydney,Australia,23-10-2023,17-11-2023,25,Leslie Kane,Female,Tunisia,6318,5,4574830,8058,Low,Bus,Solo,29339201955
202,Rome,Italy,03-05-2025,25-05-2025,22,Joseph Bryant,Male,Saint Helena,9237,3,5489033,9547,Low,Car,Family,26664516195
203,London,UK,05-11-2023,22-11-2023,17,Matthew Moore,Other,Latvia,7281,2,7547546,8100,Medium,Air,Family,27521149477
204,Barcelona,Spain,15-03-2025,31-03-2025,16,Gina Schwartz,Female,Pakistan,1239,1,6915076,2083,High,Train,Solo,25858011842
205,Tokyo,Japan,17-09-2023,17-10-2023,30,Sarah Villarreal,Other,Hong Kong,7479,1,2217788,7716,Low,Car,Family,25514217912
206,Rome,Italy,18-03-2024,08-04-2024,21,Stacy Freeman,Male,Mauritania,2813,4,6323751,3674,Medium,Air,Business,26664516195
207,Tokyo,Japan,13-08-2023,01-09-2023,19,Cynthia Cohen,Female,France,6821,3,4775638,7432,Low,Air,Group,25514217912
208,Sydney,Australia,09-01-2024,28-01-2024,19,Jessica Garcia,Female,Norfolk Island,9502,1,4491883,11189,Medium,Bus,Group,29339201955
209,Barcelona,Spain,13-01-2025,25-01-2025,12,Jill Benson,Other,United Kingdom,8347,2,2157514,8724,Low,Bus,Group,25858011842
210,Sydney,Australia,08-08-2023,13-08-2023,5,Robert Carter,Other,Holy See (Vatican City State),5536,3,1189496,6762,High,Car,Family,29339201955
211,Tokyo,Japan,15-06-2024,10-07-2024,25,Joseph Knight,Other,Somalia,3152,3,8635505,3711,Low,Train,Group,25514217912
212,Dubai,UAE,03-12-2023,31-12-2023,28,Bob Pitts,Female,Nicaragua,730,3,9394937,2002,Medium,Bus,Business,26336822876
213,Tokyo,Japan,28-12-2024,19-01-2025,22,Thomas Thomas,Male,Kyrgyz Republic,1377,3,6780015,2945,High,Bus,Business,25514217912
214,Rome,Italy,23-11-2024,20-12-2024,27,David Smith,Female,Spain,9719,1,2202634,10468,High,Air,Couple,26664516195
215,Sydney,Australia,12-07-2024,05-08-2024,24,Megan Moore,Other,Kenya,5944,2,9349336,7354,High,Train,Group,29339201955
216,Rome,Italy,10-04-2024,29-04-2024,19,Elizabeth Hayden DDS,Male,Korea,2334,5,2667173,3056,Low,Train,Family,26664516195
217,Dubai,UAE,03-05-2025,17-05-2025,14,Zachary Castaneda,Other,Botswana,4953,1,4304459,5455,High,Cruise,Family,26336822876
218,Tokyo,Japan,17-01-2024,09-02-2024,23,Ian Phillips,Female,Reunion,9040,1,8531778,10452,Low,Cruise,Business,25514217912
219,Tokyo,Japan,02-03-2024,10-03-2024,8,Ronald Foster,Other,Algeria,5831,5,791125,7621,Low,Air,Solo,25514217912
220,Barcelona,Spain,28-09-2024,09-10-2024,11,Paula Beltran,Other,United States Minor Outlying Islands,3753,5,7089166,5118,High,Air,Couple,25858011842
221,Cape Town,South Africa,30-10-2024,11-11-2024,12,Sandra Leach,Other,Singapore,5249,4,4208369,6997,High,Bus,Family,28898545230
222,Sydney,Australia,28-03-2025,02-04-2025,5,Robert Robinson,Other,Comoros,1281,2,7475356,2232,Medium,Bus,Group,29339201955
223,Bangkok,Thailand,10-11-2024,02-12-2024,22,Perry Saunders,Male,Pitcairn Islands,5421,3,5894356,6337,Low,Car,Business,28843595717
224,Cape Town,South Africa,28-04-2025,04-05-2025,6,Brent Burton,Female,Armenia,4260,4,2155576,4907,Medium,Train,Group,28898545230
225,New York,USA,12-03-2024,16-03-2024,4,Amanda Diaz,Female,Bulgaria,6593,5,7115136,7201,Low,Car,Business,25136471294
226,Bangkok,Thailand,25-09-2023,04-10-2023,9,Erin Perry,Male,Cook Islands,8463,5,7931858,9584,Medium,Bus,Solo,28843595717
227,New York,USA,27-10-2023,11-11-2023,15,Sherri Diaz,Other,Macao,7791,2,3709524,9085,Medium,Air,Solo,25136471294
228,London,UK,25-06-2025,13-07-2025,18,Christopher Sloan,Other,Western Sahara,8010,3,9104176,8126,Low,Bus,Group,27521149477
229,London,UK,25-07-2024,20-08-2024,26,Elizabeth Harrell,Female,Spain,6906,3,859041,7826,Low,Cruise,Business,27521149477
230,Dubai,UAE,14-10-2023,28-10-2023,14,Bernard Webster,Other,Czech Republic,5028,1,6581857,6160,Medium,Cruise,Family,26336822876
231,Barcelona,Spain,15-05-2025,08-06-2025,24,Megan Sanders,Other,Tanzania,2246,2,1722046,3152,Medium,Car,Business,25858011842
232,Bangkok,Thailand,01-04-2025,28-04-2025,27,Ann Foster,Male,Estonia,3561,5,8641658,4483,High,Air,Solo,28843595717
233,Paris,France,05-09-2024,12-09-2024,7,Jacob Curry,Other,Estonia,5756,4,8812957,6791,Low,Cruise,Business,27439114547
234,Tokyo,Japan,13-10-2024,26-10-2024,13,Mark Watson,Other,Peru,5518,2,6692683,6880,High,Car,Business,25514217912
235,Bangkok,Thailand,14-01-2024,02-02-2024,19,Manuel Hahn,Other,Greece,9021,4,9544301,9734,Medium,Air,Family,28843595717
236,Bangkok,Thailand,26-06-2025,20-07-2025,24,Maria Reid,Male,Kyrgyz Republic,7124,5,5261977,8855,High,Air,Business,28843595717
237,Sydney,Australia,22-06-2025,03-07-2025,11,Marie Wilson,Other,Aruba,9777,5,3917541,11354,Low,Cruise,Couple,29339201955
238,Tokyo,Japan,14-08-2023,02-09-2023,19,Johnathan Davis,Other,Tuvalu,6529,2,4163384,6693,High,Air,Group,25514217912
239,Paris,France,06-09-2024,23-09-2024,17,Jesse Santiago,Female,Samoa,7161,2,7028320,8675,Low,Bus,Business,27439114547
240,Barcelona,Spain,07-01-2025,25-01-2025,18,Jennifer Newton,Other,Cape Verde,1320,2,8802060,1844,High,Car,Couple,25858011842
241,Cape Town,South Africa,03-06-2025,18-06-2025,15,Brett Burns,Female,Ireland,3137,4,9044387,3938,High,Car,Family,28898545230
242,Barcelona,Spain,15-07-2025,02-08-2025,18,Amanda Wood,Male,Kenya,4338,3,9463140,5049,Low,Car,Family,25858011842
243,Dubai,UAE,26-06-2024,21-07-2024,25,Savannah Garcia,Other,Poland,8311,3,8149765,9125,High,Car,Family,26336822876
244,New York,USA,27-04-2024,18-05-2024,21,Vanessa Howard,Other,Indonesia,9199,4,6719156,10975,Medium,Train,Family,25136471294
245,Paris,France,16-02-2024,28-02-2024,12,Bryan Charles,Other,Korea,1594,3,7521839,3037,Medium,Bus,Group,27439114547
246,Dubai,UAE,26-09-2023,25-10-2023,29,Maria Harper,Other,Angola,4742,5,4657052,5123,Low,Cruise,Business,26336822876
247,Dubai,UAE,25-08-2023,04-09-2023,10,Dana Martinez,Male,Monaco,9000,2,4006349,9207,Low,Bus,Family,26336822876
248,Sydney,Australia,23-12-2023,29-12-2023,6,Phillip Clark,Other,Cuba,2552,1,9333383,2975,Medium,Bus,Couple,29339201955
249,Dubai,UAE,08-04-2025,05-05-2025,27,Erin Hernandez,Female,United Arab Emirates,5562,3,1092583,7521,Low,Cruise,Group,26336822876
250,Cape Town,South Africa,21-10-2024,16-11-2024,26,Scott Thomas,Other,Bulgaria,911,2,7110946,2817,Low,Air,Couple,28898545230
251,Sydney,Australia,08-09-2024,16-09-2024,8,Christopher Guerrero,Other,Anguilla,5042,1,255477,5753,High,Cruise,Solo,29339201955
252,Bangkok,Thailand,27-10-2023,08-11-2023,12,Richard Young,Female,Gibraltar,9201,5,8386475,11122,Low,Cruise,Couple,28843595717
253,London,UK,29-07-2023,07-08-2023,9,Anthony Harmon,Male,Mali,5717,2,7799307,7144,Medium,Train,Solo,27521149477
254,Bangkok,Thailand,13-10-2023,10-11-2023,28,Karen Strickland,Female,Malawi,9602,2,3044316,10953,High,Bus,Couple,28843595717
255,Cape Town,South Africa,20-10-2024,02-11-2024,13,Jonathan Dougherty,Male,Aruba,6867,1,3200114,7254,Medium,Car,Group,28898545230
256,Paris,France,31-01-2025,11-02-2025,11,Sharon Boyd,Female,Kuwait,4158,4,4579421,4933,Medium,Cruise,Business,27439114547
257,Paris,France,27-11-2024,08-12-2024,11,Amy Mendoza,Other,Iran,6190,2,1142273,7657,Low,Bus,Family,27439114547
258,Tokyo,Japan,12-06-2024,27-06-2024,15,Katherine Browning,Other,Barbados,8533,3,2069909,9941,Medium,Car,Business,25514217912
259,Dubai,UAE,14-06-2025,24-06-2025,10,Lee Jones,Male,Falkland Islands (Malvinas),8134,2,7733275,9765,High,Car,Couple,26336822876
260,Cape Town,South Africa,12-11-2024,30-11-2024,18,Kimberly Nguyen,Other,Nauru,3878,2,1473555,5054,Medium,Cruise,Family,28898545230
261,New York,USA,01-09-2024,22-09-2024,21,Jonathan Jordan,Male,South Africa,1311,5,8580665,1825,High,Cruise,Group,25136471294
262,Tokyo,Japan,12-01-2025,25-01-2025,13,Matthew Rich,Other,Mexico,7539,1,3546065,9107,High,Bus,Solo,25514217912
263,Cape Town,South Africa,26-01-2025,12-02-2025,17,Jessica Beasley,Male,Isle of Man,7729,2,8710869,8679,Medium,Cruise,Solo,28898545230
264,Cape Town,South Africa,05-04-2024,22-04-2024,17,Jennifer Blair,Other,Germany,5349,1,6742917,5970,Low,Train,Business,28898545230
265,New York,USA,12-06-2024,16-06-2024,4,David Mckay,Female,Poland,5944,1,9179216,6167,Low,Bus,Solo,25136471294
266,London,UK,02-07-2025,18-07-2025,16,Brandon Miller,Male,Jersey,2518,4,6382411,4443,Medium,Bus,Couple,27521149477
267,Rome,Italy,30-09-2023,05-10-2023,5,Jacqueline Anderson,Other,Bahamas,9135,2,5934610,9477,Low,Cruise,Couple,26664516195
268,Cape Town,South Africa,14-10-2024,21-10-2024,7,Kristina Santiago,Other,Isle of Man,3948,1,481435,4659,Medium,Cruise,Couple,28898545230
269,Cape Town,South Africa,16-04-2024,01-05-2024,15,Teresa Henderson,Male,United States Virgin Islands,4355,4,5907596,4772,Medium,Train,Solo,28898545230
270,Paris,France,27-01-2025,24-02-2025,28,Dwayne Edwards,Other,Bosnia and Herzegovina,7168,5,362492,7760,Low,Air,Solo,27439114547
271,Barcelona,Spain,07-10-2024,11-10-2024,4,Brittney Olson,Female,Tanzania,1097,2,842169,2020,Medium,Train,Business,25858011842
272,Dubai,UAE,09-10-2023,05-11-2023,27,Justin Wilson,Male,Fiji,2595,5,4953035,3174,High,Cruise,Family,26336822876
273,Barcelona,Spain,04-10-2024,26-10-2024,22,Jeffrey Hoffman,Other,Seychelles,5553,2,5162767,7447,Low,Cruise,Group,25858011842
274,Rome,Italy,12-04-2025,24-04-2025,12,Megan Hawkins,Female,Netherlands,1298,5,3038247,2680,High,Bus,Business,26664516195
275,Sydney,Australia,07-07-2025,11-07-2025,4,Melissa Johnson,Female,Faroe Islands,6544,5,5447476,8070,Medium,Bus,Group,29339201955
276,London,UK,12-01-2025,27-01-2025,15,Tammy Bell,Male,Cocos (Keeling) Islands,9113,4,4142775,10952,Low,Car,Group,27521149477
277,Sydney,Australia,22-05-2025,26-05-2025,4,Matthew Jones,Other,Saint Vincent and the Grenadines,7061,4,9449720,8246,Low,Bus,Group,29339201955
278,London,UK,19-11-2024,28-11-2024,9,Anna Moreno,Female,Honduras,1595,4,6325647,1884,High,Train,Solo,27521149477
279,London,UK,07-06-2024,22-06-2024,15,Christopher Collins,Other,Greece,947,1,3256856,2694,High,Cruise,Group,27521149477
280,Sydney,Australia,11-03-2025,20-03-2025,9,Linda Ware,Female,Cape Verde,5267,1,3653544,5756,High,Air,Couple,29339201955
281,Dubai,UAE,16-11-2023,11-12-2023,25,Amber Miller,Other,Kenya,3650,4,4115307,4880,Medium,Car,Couple,26336822876
282,Sydney,Australia,12-12-2024,01-01-2025,20,Lawrence Perry,Other,Cuba,6186,3,4488275,7022,High,Bus,Couple,29339201955
283,New York,USA,22-02-2025,22-03-2025,28,Haley Rodriguez,Other,Philippines,7992,3,3507913,8851,Medium,Bus,Solo,25136471294
284,Barcelona,Spain,24-12-2024,23-01-2025,30,Kelsey Parker,Male,Cyprus,2690,1,4475063,3923,High,Cruise,Couple,25858011842
285,London,UK,19-05-2024,26-05-2024,7,Mrs. Christine Dougherty,Male,Seychelles,5704,2,6472653,6970,Low,Bus,Business,27521149477
286,Bangkok,Thailand,31-10-2023,11-11-2023,11,Donna Wilson,Female,Luxembourg,8337,4,2922492,9937,Medium,Train,Group,28843595717
287,Cape Town,South Africa,16-02-2025,06-03-2025,18,Carl Patel,Male,Denmark,9182,1,8890328,9351,Low,Air,Solo,28898545230
288,Rome,Italy,08-08-2024,15-08-2024,7,Mary Gomez,Other,Indonesia,4091,1,2633857,4209,Low,Cruise,Couple,26664516195
289,Bangkok,Thailand,16-05-2025,20-05-2025,4,Jessica Stevens,Other,Belarus,8216,4,363935,8329,High,Cruise,Couple,28843595717
290,Paris,France,16-05-2025,19-05-2025,3,Jeffrey Sullivan,Other,Northern Mariana Islands,4801,5,4909835,4936,High,Bus,Group,27439114547
291,New York,USA,05-06-2024,11-06-2024,6,Jared Burch,Other,Chile,2739,2,3320085,4108,High,Car,Family,25136471294
292,London,UK,30-03-2025,27-04-2025,28,Julia Norris,Female,Guyana,1594,3,6912009,2634,High,Train,Group,27521149477
293,London,UK,23-09-2023,17-10-2023,24,Brian Graham,Male,Iran,819,1,6899441,1695,Medium,Cruise,Couple,27521149477
294,Paris,France,26-08-2024,18-09-2024,23,Seth Reese,Male,Cyprus,3107,1,8486232,4938,Medium,Car,Business,27439114547
295,New York,USA,31-03-2024,19-04-2024,19,Angela Schultz,Male,Malta,4064,2,9609060,5137,Medium,Air,Solo,25136471294
296,London,UK,16-08-2024,05-09-2024,20,Ricardo Bell,Other,Svalbard & Jan Mayen Islands,839,2,5376177,971,Low,Cruise,Group,27521149477
297,Rome,Italy,29-11-2024,04-12-2024,5,Cynthia Thomas,Female,Congo,2961,5,4134453,4221,Medium,Cruise,Family,26664516195
298,Rome,Italy,28-11-2023,25-12-2023,27,Paige Rios,Other,Christmas Island,2592,1,8501909,4218,Medium,Air,Solo,26664516195
299,Rome,Italy,08-03-2025,18-03-2025,10,Julie Elliott,Male,Morocco,5880,5,6755572,7564,Medium,Air,Family,26664516195
300,Sydney,Australia,29-06-2024,17-07-2024,18,Sonia Day,Male,Niger,6129,5,6398619,7113,Low,Cruise,Couple,29339201955
301,New York,USA,24-03-2024,20-04-2024,27,Lori Hernandez,Other,Bangladesh,5139,2,1333237,5407,Medium,Train,Couple,25136471294
302,Tokyo,Japan,15-07-2024,10-08-2024,26,Eric Hill,Female,Azerbaijan,5488,3,1887627,5775,Low,Car,Couple,25514217912
303,Bangkok,Thailand,15-04-2024,12-05-2024,27,Emily Hayes,Female,Azerbaijan,1974,2,1564604,2457,Medium,Bus,Business,28843595717
304,Cape Town,South Africa,28-04-2024,17-05-2024,19,Angela Lin,Female,Timor-Leste,1992,1,1603554,2816,High,Air,Business,28898545230
305,Barcelona,Spain,25-09-2023,23-10-2023,28,Katie Ford,Female,Mexico,6611,1,4996386,7558,Medium,Air,Business,25858011842
306,Dubai,UAE,23-03-2025,13-04-2025,21,Amanda Stout,Other,Montenegro,3078,4,2943767,3462,Medium,Car,Family,26336822876
307,Sydney,Australia,04-12-2024,11-12-2024,7,Larry Mason,Male,Bahamas,3039,4,4729871,4001,Medium,Bus,Solo,29339201955
308,Bangkok,Thailand,30-06-2024,11-07-2024,11,Steven Cooper,Male,Rwanda,8423,5,3380754,9460,Low,Train,Family,28843595717
309,Paris,France,20-09-2023,05-10-2023,15,Carrie Wright,Female,Kazakhstan,6524,3,7485715,7309,Medium,Cruise,Group,27439114547
310,London,UK,22-06-2024,05-07-2024,13,Lisa Cox,Other,United States Virgin Islands,3590,4,5371120,4053,Medium,Car,Family,27521149477
311,Sydney,Australia,21-02-2024,13-03-2024,21,Raymond Shelton,Male,Austria,5639,4,4802656,7411,Medium,Car,Solo,29339201955
312,Barcelona,Spain,21-03-2025,30-03-2025,9,Felicia Rivera,Other,Micronesia,9239,2,9329132,9394,High,Bus,Group,25858011842
313,Sydney,Australia,24-12-2024,21-01-2025,28,David York,Female,United States of America,1433,4,8476917,1818,High,Car,Group,29339201955
314,London,UK,27-10-2024,20-11-2024,24,Felicia Aguilar,Male,Cambodia,7232,4,1340929,8251,High,Bus,Business,27521149477
315,Rome,Italy,28-06-2025,18-07-2025,20,Walter Hale,Other,India,7153,5,716817,8872,Medium,Cruise,Business,26664516195
316,New York,USA,25-10-2023,31-10-2023,6,Teresa Collins,Male,Honduras,6116,2,843175,7369,High,Bus,Family,25136471294
317,Rome,Italy,27-11-2024,03-12-2024,6,Robin Santiago,Male,Switzerland,1915,3,3824560,3060,High,Cruise,Business,26664516195
318,Barcelona,Spain,09-02-2025,06-03-2025,25,Susan Davis DDS,Other,Madagascar,3921,4,6376684,4822,Medium,Cruise,Business,25858011842
319,Tokyo,Japan,23-04-2024,07-05-2024,14,Eric Bean,Male,Guam,8209,1,5056530,9160,Low,Air,Group,25514217912
320,Bangkok,Thailand,03-03-2025,15-03-2025,12,Mr. Chad Jones,Female,Tanzania,7760,2,8842856,8849,Medium,Bus,Solo,28843595717
321,Sydney,Australia,20-03-2025,15-04-2025,26,Randy Conley,Other,Turks and Caicos Islands,7712,3,1226998,8426,Low,Air,Solo,29339201955
322,Bangkok,Thailand,28-08-2024,20-09-2024,23,George Miranda,Male,Bulgaria,2992,2,8756941,3449,High,Train,Family,28843595717
323,Cape Town,South Africa,22-10-2024,07-11-2024,16,Christopher Guerra,Female,Sierra Leone,4098,4,3194587,4579,High,Bus,Couple,28898545230
324,Paris,France,13-11-2024,09-12-2024,26,Carol Kim,Other,Isle of Man,3532,4,7306700,4428,Low,Train,Group,27439114547
325,London,UK,24-04-2024,21-05-2024,27,Cynthia Wallace,Other,Finland,1325,5,1807116,3062,High,Train,Family,27521149477
326,Bangkok,Thailand,20-02-2025,01-03-2025,9,Joann Ferguson,Female,Georgia,2167,3,8312178,3347,High,Car,Business,28843595717
327,Rome,Italy,05-04-2025,27-04-2025,22,Stephanie Lee,Female,Philippines,9917,1,5937206,10737,Medium,Cruise,Group,26664516195
328,London,UK,02-10-2024,24-10-2024,22,Mrs. Diane Reyes,Other,Malta,1688,2,5354384,2029,Low,Car,Solo,27521149477
329,Tokyo,Japan,06-06-2024,20-06-2024,14,Ruth Solis,Other,Burundi,2616,5,6617332,3572,High,Train,Business,25514217912
330,Rome,Italy,25-05-2025,10-06-2025,16,Martin Sawyer,Male,Mexico,8273,5,3006397,9509,Low,Bus,Family,26664516195
331,Tokyo,Japan,11-07-2025,19-07-2025,8,Ryan Rosales,Female,Finland,7689,5,999447,9561,Medium,Air,Couple,25514217912
332,Tokyo,Japan,20-09-2023,29-09-2023,9,Denise Whitehead,Female,Cameroon,9500,5,8404216,10437,High,Bus,Couple,25514217912
333,Sydney,Australia,22-04-2025,10-05-2025,18,Travis Walker,Male,Korea,1654,5,617756,3383,Low,Car,Solo,29339201955
334,London,UK,03-06-2025,13-06-2025,10,Alexander Brown,Other,Macao,5029,2,7772579,6287,High,Bus,Business,27521149477
335,Cape Town,South Africa,02-05-2024,08-05-2024,6,Zachary Brooks,Other,Antarctica (the territory South of 60 deg S),2171,3,9211809,3957,Medium,Cruise,Solo,28898545230
336,Sydney,Australia,20-03-2024,09-04-2024,20,Sara Santos,Male,Somalia,7265,1,4252891,7974,Low,Bus,Family,29339201955
337,Bangkok,Thailand,07-11-2023,07-12-2023,30,Dustin Gallegos,Male,Qatar,7493,1,4075295,8022,High,Cruise,Family,28843595717
338,Barcelona,Spain,22-04-2025,15-05-2025,23,Michael West,Female,Albania,3019,5,2435975,4726,Low,Train,Solo,25858011842
339,Barcelona,Spain,19-06-2025,03-07-2025,14,David Conley,Other,Mayotte,4905,5,9139036,5349,Medium,Car,Family,25858011842
340,Barcelona,Spain,16-07-2025,27-07-2025,11,Kelsey Rodriguez,Other,France,1860,2,7005438,3841,Low,Car,Group,25858011842
341,Tokyo,Japan,17-01-2024,27-01-2024,10,Anthony Barnes,Male,South Africa,5577,2,6688425,6679,Low,Cruise,Family,25514217912
342,Rome,Italy,11-11-2024,26-11-2024,15,Brian Stein,Female,Nauru,1537,1,6858714,2692,High,Car,Family,26664516195
343,Sydney,Australia,05-09-2024,23-09-2024,18,Jose Allen,Female,Cambodia,9834,1,1662657,11430,Medium,Car,Solo,29339201955
344,Cape Town,South Africa,28-02-2024,14-03-2024,15,Lucas Allen,Male,Israel,7339,2,8399939,7988,Medium,Car,Family,28898545230
345,Cape Town,South Africa,09-12-2023,30-12-2023,21,Angela Villegas,Male,Bangladesh,9575,4,5866993,11506,High,Air,Solo,28898545230
346,New York,USA,28-08-2024,20-09-2024,23,Rachel Romero,Female,Angola,566,1,2750523,1569,Medium,Air,Couple,25136471294
347,Dubai,UAE,15-05-2024,09-06-2024,25,Amanda Hughes,Male,Holy See (Vatican City State),5245,2,4697283,5536,High,Car,Family,26336822876
348,New York,USA,30-01-2024,13-02-2024,14,Heather Jones,Other,Dominican Republic,3011,1,6749508,4392,Medium,Train,Couple,25136471294
349,New York,USA,05-02-2025,02-03-2025,25,Ashley Perkins,Male,Saudi Arabia,317,2,8099489,576,Low,Cruise,Group,25136471294
350,Cape Town,South Africa,31-03-2024,24-04-2024,24,Harold Morgan,Female,Norway,452,1,5864217,2225,Low,Bus,Group,28898545230
351,Sydney,Australia,29-11-2023,04-12-2023,5,Melinda Pollard,Male,Lesotho,6576,1,1818442,6887,Medium,Car,Family,29339201955
352,Tokyo,Japan,18-11-2024,03-12-2024,15,Chad Baldwin,Male,Western Sahara,2640,1,9000451,3893,Low,Cruise,Group,25514217912
353,Sydney,Australia,06-07-2024,20-07-2024,14,Dakota Moody,Other,Turks and Caicos Islands,3790,2,7007345,5151,High,Bus,Group,29339201955
354,New York,USA,18-08-2023,24-08-2023,6,Eric Sanders,Male,Suriname,2317,5,6542986,3136,Medium,Car,Group,25136471294
355,Dubai,UAE,10-09-2024,21-09-2024,11,Andrew Lucas,Other,France,1680,2,9384454,3010,High,Cruise,Family,26336822876
356,Paris,France,19-04-2024,19-05-2024,30,Amber Rios,Other,Faroe Islands,5242,2,8786388,6584,High,Train,Couple,27439114547
357,London,UK,21-10-2023,13-11-2023,23,Jessica Ross,Male,Kazakhstan,4221,4,6574085,4551,Low,Bus,Business,27521149477
358,New York,USA,10-06-2025,29-06-2025,19,Gina Lopez,Male,Puerto Rico,6216,3,2314305,7108,High,Bus,Family,25136471294
359,Cape Town,South Africa,06-08-2024,30-08-2024,24,Robert Adams,Male,Belize,8017,1,380001,9319,Low,Air,Family,28898545230
360,Dubai,UAE,31-01-2025,04-02-2025,4,Jeffrey Carney,Male,Cocos (Keeling) Islands,6820,5,4906467,8207,High,Cruise,Couple,26336822876
361,Rome,Italy,12-09-2024,07-10-2024,25,Brian Murphy,Female,French Polynesia,1650,5,9120360,3011,Low,Car,Solo,26664516195
362,London,UK,11-03-2024,16-03-2024,5,Mitchell Jackson,Other,Kenya,3629,2,9099133,4398,Medium,Cruise,Solo,27521149477
363,London,UK,15-04-2024,10-05-2024,25,Nicholas Buck,Female,New Zealand,4209,1,4201689,4485,Medium,Air,Couple,27521149477
364,Barcelona,Spain,18-06-2024,10-07-2024,22,William Gould,Male,Belarus,5367,2,2103921,5492,High,Train,Solo,25858011842
365,Tokyo,Japan,19-12-2024,06-01-2025,18,Heidi Owen,Female,Philippines,8868,5,4449442,9309,Medium,Train,Family,25514217912
366,New York,USA,18-11-2023,15-12-2023,27,Brenda Lawson,Male,Slovenia,5788,4,4663077,6960,Low,Car,Business,25136471294
367,New York,USA,21-06-2024,09-07-2024,18,Austin Osborne,Female,Haiti,8668,3,1030113,9791,High,Train,Family,25136471294
368,Tokyo,Japan,23-04-2024,04-05-2024,11,Keith Jacobs,Male,Philippines,9702,1,3931990,11319,High,Air,Solo,25514217912
369,Paris,France,30-06-2024,10-07-2024,10,Jacqueline Hines,Male,Montenegro,8029,3,6525329,10013,Low,Train,Solo,27439114547
370,Cape Town,South Africa,31-10-2023,28-11-2023,28,Jennifer Banks,Other,Egypt,7170,2,5498941,7778,Medium,Car,Family,28898545230
371,New York,USA,13-10-2023,03-11-2023,21,Cody Holmes,Female,United States Minor Outlying Islands,2256,5,983692,2723,Low,Cruise,Solo,25136471294
372,Rome,Italy,25-09-2024,30-09-2024,5,Reginald Padilla,Female,Croatia,4925,3,5591198,5201,High,Bus,Solo,26664516195
373,Bangkok,Thailand,03-11-2024,12-11-2024,9,Thomas Henry,Female,British Virgin Islands,9537,3,4169884,10587,Medium,Cruise,Couple,28843595717
374,Dubai,UAE,30-10-2023,25-11-2023,26,Jodi Roach,Other,Kenya,4316,2,207003,5255,Low,Train,Business,26336822876
375,Bangkok,Thailand,23-09-2023,16-10-2023,23,Tracy Downs,Other,Papua New Guinea,457,3,124528,2111,High,Bus,Family,28843595717
376,New York,USA,11-04-2024,20-04-2024,9,Krista Roberts,Other,French Southern Territories,4202,4,8354874,4424,Low,Car,Solo,25136471294
377,Paris,France,08-05-2025,18-05-2025,10,Michael Graves,Other,China,7067,3,7791649,8698,Low,Cruise,Solo,27439114547
378,Cape Town,South Africa,24-03-2025,31-03-2025,7,Danny Galloway,Other,Somalia,6761,1,9626451,6988,Medium,Train,Group,28898545230
379,London,UK,01-11-2023,12-11-2023,11,Johnny Ward,Female,Montenegro,6738,3,5436123,7765,Medium,Train,Solo,27521149477
380,Dubai,UAE,28-04-2024,05-05-2024,7,William Anderson,Other,Turks and Caicos Islands,2085,2,1872642,2521,Medium,Bus,Family,26336822876
381,Rome,Italy,21-09-2023,27-09-2023,6,James Love,Other,Lesotho,6170,2,7681910,6901,Medium,Car,Solo,26664516195
382,New York,USA,28-08-2024,05-09-2024,8,Jason Andrews,Other,Brunei Darussalam,5284,5,776621,5824,Medium,Train,Solo,25136471294
383,Dubai,UAE,19-03-2024,02-04-2024,14,Joanna Frazier,Female,Guatemala,8712,1,5113715,9344,Low,Air,Couple,26336822876
384,Sydney,Australia,24-10-2023,13-11-2023,20,Penny Bowman,Other,Cocos (Keeling) Islands,9313,2,1689226,10359,Low,Train,Solo,29339201955
385,Paris,France,04-03-2025,08-03-2025,4,Jessica Bartlett,Male,Azerbaijan,2441,2,6820647,3303,High,Air,Business,27439114547
386,Barcelona,Spain,22-04-2025,03-05-2025,11,Christian Martin,Male,Gibraltar,657,1,3417700,2605,High,Bus,Group,25858011842
387,New York,USA,12-07-2025,11-08-2025,30,Hannah Everett,Female,Ukraine,2307,1,7834211,2510,Low,Cruise,Couple,25136471294
388,Rome,Italy,22-02-2024,11-03-2024,18,Danielle Reid,Male,Mexico,6570,4,2999223,7394,Low,Train,Family,26664516195
389,London,UK,15-02-2024,03-03-2024,17,Eric Ferguson,Male,Macao,867,5,4223584,2292,Medium,Bus,Couple,27521149477
